merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered,is_ghost,is_default,loan_history_count,prev_defaults,bsi_score,revenue_cv,transaction_entropy,settlement_regularity,active_days_ratio,avg_daily_revenue,revenue_trend_slope,device_session_entropy,location_variance,temporal_pattern_score,login_hour_entropy,transaction_velocity,unique_device_count,ip_change_frequency,weekend_activity_ratio,gnn_risk_score,neighbor_avg_default_rate,network_centrality,high_risk_neighbor_count,anomaly_score
M006337,1386,3,Clothing/Textile,Hyderabad,1,1,1,1,0,0,3,0,0.7488,0.5747,4.4432,0.8889,1.0,5862.49,9.8085,0.7394,0.2399,0.0141,0.3465,6.1757,2,0.2444,0.351,0.7899,1.0,0.0001,1,0.7867
M006338,1183,5,Transport/Auto,Surat,2,1,1,0,0,0,0,0,0.7798,0.4855,4.4388,0.8889,1.0,2321.22,-5.5121,0.7586,0.3598,0.7216,0.5286,3.7687,6,2.2294,0.1886,0.1889,0.2222,0.0009,2,0.7729
M006339,1231,3,Clothing/Textile,Hyderabad,1,1,1,1,1,0,0,0,0.7569,0.566,4.4546,0.9111,1.0,5435.94,-32.0253,0.7383,0.1858,0.4821,0.9871,5.6239,7,1.1834,0.2691,0.2354,0.3333,0.0003,1,0.8058
M006340,124,5,Transport/Auto,Hyderabad,1,1,1,1,0,0,3,2,0.7585,0.5679,4.4563,0.9222,1.0,4704.59,5.8578,0.8198,0.1611,0.8446,0.3924,12.8084,2,0.5409,0.115,0.0279,0.0,0.0002,0,0.8027
M006341,1370,2,Medical/Pharmacy,Ahmedabad,2,1,1,1,0,1,0,0,0.7224,0.6515,4.453,0.8889,1.0,2996.96,-5.7035,0.7951,0.327,0.5814,0.3218,5.6246,3,5.2713,0.3103,0.4687,0.0,0.0007,0,0.7862
M006342,936,4,Electronics,Surat,2,1,1,0,0,0,1,0,0.7834,0.4966,4.4556,0.9222,1.0,4559.95,-2.976,0.654,0.544,0.6091,0.4859,3.3236,1,1.6546,0.5538,0.3174,0.3333,0.0003,1,0.6785
M006343,1154,0,Kirana/Grocery,Indore,3,0,1,0,0,0,2,1,0.7405,0.6118,4.4478,0.9111,1.0,1705.73,-1.8651,0.8133,0.1313,0.8992,0.8577,1.8334,2,1.2347,0.4311,0.5343,0.4444,0.0009,4,0.8749
M006344,1249,7,Education/Tuition,Jaipur,2,1,1,1,1,0,0,0,0.7386,0.6174,4.4492,0.9111,1.0,2074.68,-3.4544,0.4748,0.2106,0.4969,0.9094,2.1207,4,0.1325,0.3573,0.2656,0.25,0.0004,1,0.714
M006345,831,0,Kirana/Grocery,Hyderabad,1,1,1,1,0,0,1,0,0.7506,0.5769,4.4498,0.9,1.0,6514.13,22.4531,0.8167,0.1424,0.9178,0.7512,1.5849,2,0.1172,0.2092,0.3367,0.1667,0.0006,1,0.8745
M006346,237,7,Education/Tuition,Bengaluru,1,1,1,0,0,1,1,1,0.7431,0.6236,4.4495,0.9444,1.0,3955.93,-12.3291,0.9544,0.2261,0.7148,0.3799,3.9273,3,0.7632,0.1772,0.5948,0.1429,0.0007,1,0.8904
M006347,636,1,Restaurant/Dhaba,Bhopal,3,0,1,0,0,0,3,0,0.7554,0.576,4.4507,0.9222,1.0,1603.38,4.8521,0.8729,0.4021,0.5168,0.6642,1.3707,1,0.9468,0.232,0.3344,0.125,0.0008,1,0.8203
M006348,502,6,Services/Salon,Jaipur,2,0,1,0,0,1,5,1,0.7575,0.5953,4.4514,0.9667,1.0,2647.42,-5.1135,0.7975,0.2758,0.9215,0.3865,1.8892,2,0.3218,0.2223,0.7004,0.2,0.0005,1,0.8249
M006349,1061,0,Kirana/Grocery,Lucknow,2,0,1,0,0,0,1,0,0.7814,0.5075,4.4479,0.9333,1.0,3369.7,-6.7112,0.6279,0.059,0.8092,0.8378,7.3694,2,0.9839,0.3365,0.2114,0.0,0.0005,0,0.7892
M006350,165,2,Medical/Pharmacy,Bengaluru,1,1,1,1,0,0,2,1,0.7713,0.5555,4.4475,0.9667,1.0,5428.47,-6.5,0.7637,0.4735,0.7516,0.3499,5.6804,2,0.0762,0.3361,0.2049,0.0,0.0006,0,0.7293
M006351,639,0,Kirana/Grocery,Ahmedabad,2,1,1,1,0,0,1,1,0.7768,0.516,4.4583,0.9222,1.0,3237.18,0.3766,0.577,0.409,0.6115,0.3948,2.4561,3,1.8426,0.5088,0.4898,0.6,0.0005,3,0.6934
M006352,940,1,Restaurant/Dhaba,Mumbai,1,0,1,1,0,0,1,1,0.7836,0.5281,4.4572,0.9778,1.0,6738.97,6.3041,0.7935,0.5284,0.6418,0.4977,4.2594,6,1.6497,0.5497,0.1425,0.0,0.0003,0,0.7333
M006353,290,0,Kirana/Grocery,Jaipur,2,1,1,0,0,1,1,0,0.7162,0.7071,4.4509,0.9556,1.0,3557.56,-12.4031,0.6472,0.25,0.808,0.2479,2.2792,4,0.1196,0.2764,0.5332,0.125,0.0008,1,0.7702
M006354,1200,4,Electronics,Varanasi,3,1,1,0,0,0,0,0,0.79,0.4654,4.4588,0.9,1.0,1897.44,-0.8396,0.6948,0.1323,0.6062,0.3801,4.5193,3,2.5503,0.3322,0.276,0.0,0.0009,0,0.8111
M006355,487,5,Transport/Auto,Kochi,3,1,1,0,0,0,1,1,0.7934,0.4778,4.4338,0.9444,1.0,1111.93,-1.5219,0.7645,0.3391,0.6007,0.4,2.5634,3,1.0702,0.5234,0.4117,0.2,0.001,2,0.7887
M006356,1491,3,Clothing/Textile,Lucknow,2,1,1,0,0,1,1,1,0.7134,0.7137,4.4422,0.9556,1.0,2435.09,-9.0978,0.2767,0.2499,0.9046,0.2579,3.7478,3,3.8712,0.1342,0.8242,0.3333,0.0009,3,0.6132
M006357,1466,3,Clothing/Textile,Ahmedabad,2,1,1,0,0,0,1,0,0.763,0.5482,4.452,0.9111,1.0,2330.14,-7.1968,0.4751,0.1905,0.5439,0.4814,3.6286,2,3.1937,0.1173,0.1602,0.0,0.0004,0,0.7111
M006358,261,5,Transport/Auto,Indore,3,1,1,0,0,0,2,0,0.7718,0.5418,4.451,0.9444,1.0,1152.26,-1.249,0.6232,0.4761,0.5081,0.7291,4.2172,3,0.2089,0.183,0.3901,0.1429,0.0007,1,0.6811
M006359,130,3,Clothing/Textile,Jaipur,2,0,1,0,1,0,0,0,0.779,0.5154,4.4544,0.9333,1.0,2948.28,0.9911,0.7656,0.5946,0.0105,0.7981,0.4419,2,0.5259,0.4593,0.1069,0.0,0.0005,0,0.7252
M006360,176,4,Electronics,Hyderabad,1,1,1,0,0,0,0,0,0.7512,0.6019,4.4594,0.9444,1.0,7369.8,15.5495,0.9066,0.2235,0.508,0.582,2.625,4,0.0583,0.36,0.3251,0.375,0.0008,3,0.8798
M006361,746,2,Medical/Pharmacy,Lucknow,2,1,1,1,0,0,1,0,0.7643,0.5705,4.457,0.9556,1.0,2736.95,-11.9408,0.8521,0.3374,0.9557,0.2721,3.964,4,1.0179,0.2825,0.3707,0.5,0.0006,3,0.8158
M006362,536,1,Restaurant/Dhaba,Mumbai,1,1,1,0,0,1,1,0,0.7354,0.6318,4.4422,0.9222,1.0,6086.05,-12.9778,0.7263,0.1134,0.8623,0.6778,6.2495,2,0.5407,0.4649,0.3238,0.0,0.0007,0,0.819
M006363,587,4,Electronics,Surat,2,1,1,0,0,0,2,0,0.7401,0.6127,4.4454,0.9111,1.0,3804.1,1.9842,0.6632,0.1261,0.6039,0.3545,3.0977,2,0.5542,0.2855,0.4564,0.3333,0.0003,1,0.8089
M006364,133,1,Restaurant/Dhaba,Lucknow,2,0,1,0,0,0,0,0,0.749,0.6146,4.4595,0.9556,1.0,2915.7,0.0571,0.8542,0.4094,0.9569,0.4686,5.1349,4,2.1651,0.5658,0.4045,0.2857,0.0007,2,0.7881
M006365,365,2,Medical/Pharmacy,Jaipur,2,0,1,0,0,1,2,1,0.7281,0.6612,4.4572,0.9333,1.0,2894.75,-11.0512,0.3857,0.4225,0.474,0.5612,4.7963,2,3.6666,0.3876,0.3977,0.0,0.0002,0,0.5988
M006366,475,4,Electronics,Lucknow,2,1,1,0,0,1,0,0,0.717,0.6871,4.4618,0.9222,1.0,4180.79,-12.1839,0.7947,0.2717,0.3499,0.535,5.7968,2,1.8157,0.4131,0.5654,0.0,0.0009,0,0.8016
M006367,763,0,Kirana/Grocery,Delhi,1,1,1,0,0,1,2,0,0.7537,0.5988,4.444,0.9556,1.0,7013.45,-51.725,0.0306,0.3031,0.3127,0.664,2.5461,4,0.1151,0.3783,0.556,0.3333,0.0009,3,0.506
M006368,473,6,Services/Salon,Pune,2,0,1,1,0,0,1,1,0.7873,0.4805,4.4649,0.9111,1.0,2377.91,-3.8716,0.8352,0.0514,0.6365,0.7572,3.5118,1,0.5664,0.551,0.2665,0.0,0.0006,0,0.8976
M006369,147,2,Medical/Pharmacy,Varanasi,3,1,1,0,0,0,0,0,0.7653,0.5357,4.4555,0.9,1.0,1419.14,1.2587,0.8444,0.7852,0.8211,0.4316,2.0797,1,0.1167,0.317,0.3566,0.1667,0.0006,1,0.6897
M006370,958,3,Clothing/Textile,Ahmedabad,2,1,1,0,0,0,1,0,0.7829,0.5157,4.4466,0.9556,1.0,2499.88,-5.8904,0.7036,0.4717,0.6865,0.5447,8.1585,1,0.6751,0.1109,0.2382,0.2,0.0005,1,0.691
M006371,752,4,Electronics,Hyderabad,1,1,1,0,0,0,1,1,0.8074,0.4459,4.4462,0.9556,1.0,7577.92,-15.1464,0.8288,0.3194,0.3947,0.7505,0.2626,2,2.1646,0.3989,0.2416,0.1,0.001,1,0.8341
M006372,596,2,Medical/Pharmacy,Indore,3,0,1,0,0,0,0,0,0.7436,0.6147,4.4412,0.9333,1.0,1428.81,0.0608,0.401,0.4641,0.4583,0.441,2.7756,6,3.7197,0.3433,0.3579,0.1,0.001,1,0.6045
M006373,117,2,Medical/Pharmacy,Varanasi,3,0,1,1,0,0,0,0,0.7255,0.6381,4.4656,0.8778,1.0,1500.97,-2.2572,0.8541,0.2489,0.7452,0.5923,5.36,1,2.9059,0.0058,0.251,0.0,0.001,0,0.8348
M006374,505,4,Electronics,Bengaluru,1,1,1,1,0,0,2,0,0.7693,0.5667,4.4414,0.9778,1.0,7415.17,-10.2409,0.8294,0.3731,0.5862,0.6617,10.5031,2,1.3599,0.489,0.1227,0.0,0.0005,0,0.7568
M006375,324,3,Clothing/Textile,Hyderabad,1,1,1,0,0,0,2,2,0.7485,0.5828,4.4506,0.9,1.0,5032.22,-4.389,0.6835,0.166,0.9698,0.2384,2.6785,4,0.3888,0.3075,0.2129,0.0,0.0004,0,0.8075
M006376,749,5,Transport/Auto,Lucknow,2,1,1,1,0,0,1,0,0.7668,0.5282,4.4337,0.9,1.0,2332.5,0.5576,0.7028,0.1658,0.6328,0.3014,3.434,5,1.3239,0.3725,0.2572,0.0,0.0003,0,0.8108
M006377,1434,3,Clothing/Textile,Nagpur,3,1,1,1,0,0,2,0,0.7623,0.5384,4.4592,0.8889,1.0,1160.67,0.7343,0.7204,0.1459,0.7283,0.2903,1.1081,2,0.0239,0.1613,0.2987,0.0,0.0004,0,0.8377
M006378,1024,2,Medical/Pharmacy,Bhopal,3,1,1,1,1,0,0,0,0.801,0.4513,4.4462,0.9333,1.0,1339.51,2.6177,0.7017,0.5473,0.2128,0.7847,10.9618,2,1.5323,0.163,0.1259,0.125,0.0008,1,0.6507
M006379,1336,1,Restaurant/Dhaba,Varanasi,3,1,1,0,0,0,2,0,0.748,0.572,4.4539,0.8778,1.0,1515.76,-0.4721,0.8435,0.1223,0.8832,0.2534,13.6786,3,1.4399,0.3741,0.3563,0.2,0.0015,3,0.8186
M006380,873,5,Transport/Auto,Pune,2,0,1,0,0,0,4,1,0.75,0.5713,4.4434,0.8889,1.0,2457.18,1.5012,0.7836,0.5381,0.5852,0.3537,2.9023,4,0.0175,0.2642,0.1478,0.1429,0.0007,1,0.7346
M006381,715,7,Education/Tuition,Jaipur,2,1,1,1,0,0,1,1,0.779,0.4957,4.4492,0.9,1.0,2075.4,-10.6808,0.1532,0.247,0.4706,0.8964,3.6818,1,1.3326,0.2569,0.1207,0.1667,0.0006,1,0.5651
M006382,668,5,Transport/Auto,Hyderabad,1,0,1,1,0,0,1,0,0.7632,0.5346,4.4506,0.8889,1.0,4365.64,-4.0214,0.8563,0.1889,0.8142,0.4209,2.8132,3,1.1544,0.2351,0.1418,0.0,0.0002,0,0.869
M006383,1209,2,Medical/Pharmacy,Chennai,1,1,1,0,0,0,1,0,0.7714,0.5252,4.461,0.9111,1.0,5855.13,-23.6686,0.743,0.2825,0.8471,0.7215,2.341,2,1.2104,0.1152,0.0775,0.0,0.0005,0,0.7984
M006384,1233,4,Electronics,Lucknow,2,1,1,0,0,0,2,0,0.7598,0.5507,4.4519,0.9,1.0,3637.62,-0.8894,0.8499,0.4061,0.9735,0.2442,3.9204,3,1.5508,0.3835,0.4112,0.375,0.0008,3,0.7946
M006385,990,4,Electronics,Ahmedabad,2,0,1,0,0,0,2,1,0.7508,0.6086,4.4546,0.9556,1.0,3698.34,4.9217,0.7815,0.2609,0.2321,0.4452,9.4193,1,0.6184,0.4355,0.2987,0.3333,0.0006,2,0.7778
M006386,964,4,Electronics,Jaipur,2,1,1,1,0,0,3,2,0.7656,0.5355,4.4612,0.9,1.0,3681.0,-2.9952,0.5871,0.3488,0.2113,0.6408,4.7311,2,0.9541,0.402,0.0242,0.0,0.0006,0,0.7018
M006387,919,3,Clothing/Textile,Surat,2,1,1,0,0,1,1,0,0.7394,0.6267,4.4419,0.9333,1.0,2563.18,-7.5082,0.5252,0.3591,0.2372,0.6657,1.2407,2,0.5299,0.2143,0.5067,0.125,0.0008,1,0.6949
M006388,943,0,Kirana/Grocery,Bengaluru,1,1,1,1,0,0,1,0,0.7893,0.4679,4.4608,0.9,1.0,6538.26,-1.8515,0.5396,0.2832,0.4724,0.3338,1.8149,2,0.791,0.3316,0.1803,0.0,0.0004,0,0.72
M006389,1140,4,Electronics,Lucknow,2,0,1,0,0,0,2,0,0.7713,0.5343,4.4333,0.9333,1.0,3665.49,-7.287,0.4397,0.3983,0.8552,0.4142,1.2257,4,1.2262,0.3474,0.2873,0.125,0.0008,1,0.649
M006390,435,4,Electronics,Hyderabad,1,1,1,0,0,1,1,0,0.7523,0.5867,4.4639,0.9222,1.0,7580.41,-18.9268,0.8177,0.1107,0.8934,0.6435,3.4089,3,4.4715,0.1415,0.6826,0.1667,0.0006,1,0.8734
M006391,1320,5,Transport/Auto,Pune,2,1,1,0,0,0,0,1,0.7661,0.5467,4.459,0.9222,1.0,2247.05,5.5251,0.8061,0.3425,0.8861,0.702,3.268,2,0.8615,0.1737,0.4147,0.3333,0.0006,2,0.8001
M006392,1117,1,Restaurant/Dhaba,Varanasi,3,0,1,0,0,0,2,1,0.8006,0.446,4.4444,0.9222,1.0,1326.83,0.7965,0.434,0.2989,0.2464,0.3502,11.0916,1,0.5958,0.5105,0.2032,0.0,0.0007,0,0.6174
M006393,148,1,Restaurant/Dhaba,Surat,2,1,1,0,0,0,0,0,0.7829,0.5022,4.4396,0.9333,1.0,3146.36,-13.8672,0.3363,0.628,0.7264,0.341,3.6992,4,0.3016,0.1444,0.1945,0.1667,0.0012,2,0.5239
M006394,370,2,Medical/Pharmacy,Nagpur,3,1,1,1,0,0,1,0,0.7175,0.6979,4.4582,0.9444,1.0,1509.31,-2.1734,0.5735,0.4639,0.5151,0.7727,3.1394,1,2.1956,0.3071,0.0921,0.1111,0.0009,1,0.6714
M006395,342,2,Medical/Pharmacy,Bengaluru,1,1,1,1,1,0,0,0,0.7697,0.5631,4.4681,0.9667,1.0,5013.32,-6.688,0.6042,0.1881,0.2844,0.5733,4.7356,4,4.5777,0.3709,0.003,0.0,0.0008,0,0.7568
M006396,192,2,Medical/Pharmacy,Pune,2,1,1,0,0,1,2,0,0.7257,0.681,4.4584,0.9556,1.0,2807.81,-12.3244,0.6737,0.6078,0.541,0.2344,2.9294,1,4.6828,0.1615,0.5615,0.2,0.0005,1,0.6696
M006397,322,4,Electronics,Mumbai,1,1,1,0,1,0,0,0,0.7727,0.5145,4.4552,0.9,1.0,7655.91,-33.1446,0.9357,0.223,0.1478,0.9346,2.918,2,0.6666,0.3081,0.1703,0.1429,0.0007,1,0.8899
M006398,719,1,Restaurant/Dhaba,Lucknow,2,1,1,1,0,0,2,0,0.7828,0.5088,4.4399,0.9444,1.0,2786.03,-3.7568,0.5778,0.224,0.4911,0.6369,3.075,2,0.5217,0.5716,0.3275,0.2222,0.0009,2,0.7455
M006399,1430,2,Medical/Pharmacy,Bhopal,3,1,1,1,0,0,1,1,0.7955,0.465,4.4326,0.9333,1.0,1264.01,-0.0459,0.8793,0.4515,0.6705,0.3128,6.7429,1,0.4278,0.3197,0.0891,0.0909,0.0011,1,0.7758
M006400,1454,7,Education/Tuition,Jaipur,2,0,1,1,0,0,0,0,0.7678,0.5223,4.4565,0.8889,1.0,1904.19,3.4808,0.7125,0.5595,0.4509,0.3129,2.9347,1,0.9166,0.4181,0.4897,0.3077,0.0013,4,0.6995
M006401,702,1,Restaurant/Dhaba,Kochi,3,1,1,0,0,0,2,0,0.7381,0.5939,4.453,0.8667,1.0,1390.12,1.168,0.6149,0.6909,0.8598,0.3149,4.5709,2,2.0233,0.3926,0.2395,0.0909,0.0011,1,0.6113
M006402,1453,4,Electronics,Bengaluru,1,1,1,1,0,0,3,0,0.7957,0.4669,4.4489,0.9333,1.0,7376.2,-13.5471,0.8212,0.692,0.4416,0.3743,1.9252,4,0.3922,0.539,0.212,0.0,0.0005,0,0.7093
M006403,428,5,Transport/Auto,Varanasi,3,0,1,0,0,0,1,0,0.7345,0.6098,4.4469,0.8778,1.0,1092.17,3.858,0.1281,0.8821,0.4111,0.5771,0.3036,2,0.1722,0.0732,0.1759,0.0,0.0003,0,0.3848
M006404,938,4,Electronics,Hyderabad,1,1,1,0,0,0,0,0,0.7735,0.5504,4.4568,0.9667,1.0,7578.84,-3.7354,0.7296,0.6521,0.5756,0.4756,0.3589,2,0.3582,0.3529,0.0982,0.0,0.0007,0,0.6941
M006405,516,2,Medical/Pharmacy,Indore,3,1,1,0,1,0,0,0,0.7867,0.4814,4.4601,0.9111,1.0,1376.6,-4.0369,0.7362,0.6068,0.2106,0.7708,7.8366,2,0.4222,0.2876,0.1217,0.0,0.0007,0,0.6654
M006406,1077,4,Electronics,Hyderabad,1,0,1,1,0,1,1,0,0.7246,0.6277,4.4643,0.8556,1.0,8337.53,-6.7437,0.8442,0.3961,0.6877,0.318,10.9834,3,2.2692,0.2228,0.6318,0.1818,0.0011,2,0.7529
M006407,1112,4,Electronics,Delhi,1,0,1,1,1,0,0,0,0.7408,0.5922,4.4514,0.8778,1.0,7891.18,-11.9104,0.8588,0.6302,0.5009,0.9383,17.4057,4,0.516,0.1792,0.3876,0.2857,0.0007,2,0.65
M006408,778,7,Education/Tuition,Lucknow,2,1,1,0,0,0,0,0,0.7405,0.6051,4.4462,0.9,1.0,1788.77,-2.5072,0.6541,0.1477,0.103,0.2336,5.9825,4,0.3962,0.1685,0.2053,0.0,0.0008,0,0.7814
M006409,269,1,Restaurant/Dhaba,Indore,3,0,1,1,0,0,2,0,0.7603,0.5557,4.4512,0.9111,1.0,1487.03,-4.915,0.5798,0.1393,0.7448,0.3454,1.5486,1,0.0661,0.0697,0.271,0.2222,0.0009,2,0.7808
M006410,340,0,Kirana/Grocery,Delhi,1,1,1,1,0,0,2,0,0.7745,0.5265,4.4423,0.9333,1.0,6447.76,9.2002,0.9248,0.7932,0.4724,0.2938,3.2883,5,1.1671,0.3739,0.4047,0.25,0.0008,2,0.7122
M006411,350,7,Education/Tuition,Lucknow,2,0,1,0,0,1,0,0,0.7474,0.5975,4.441,0.9222,1.0,1896.48,-5.5558,0.7761,0.1897,0.6264,0.2824,4.1471,1,3.2005,0.2315,0.7638,0.3333,0.0006,2,0.8286
M006412,701,3,Clothing/Textile,Bhopal,3,0,1,0,0,0,1,0,0.7936,0.487,4.4594,0.9556,1.0,1116.45,-2.9838,0.4721,0.0712,0.6892,0.8669,10.473,1,1.6691,0.2373,0.1988,0.0,0.0006,0,0.7046
M006413,601,7,Education/Tuition,Lucknow,2,1,1,1,1,0,0,0,0.7554,0.5512,4.456,0.8778,1.0,2060.71,-5.092,0.938,0.0931,0.2578,0.6099,2.6505,4,3.4261,0.4444,0.2291,0.0,0.0006,0,0.9314
M006414,443,2,Medical/Pharmacy,Mumbai,1,0,1,0,0,1,0,0,0.7505,0.5947,4.4401,0.9333,1.0,5546.54,-24.2571,0.9887,0.1919,0.8247,0.4734,7.83,3,0.827,0.268,0.428,0.1667,0.0006,1,0.8909
M006415,1375,6,Services/Salon,Pune,2,0,1,1,0,0,0,0,0.7759,0.5175,4.4522,0.9222,1.0,2541.45,-8.6694,0.2242,0.2786,0.1238,0.4502,13.3568,1,0.0897,0.2975,0.3716,0.25,0.0004,1,0.526
M006416,431,0,Kirana/Grocery,Ahmedabad,2,1,1,1,0,0,0,0,0.7534,0.5879,4.4496,0.9333,1.0,3268.43,9.4128,0.599,0.2818,0.6852,0.997,4.7294,1,0.5156,0.2948,0.3306,0.1667,0.0006,1,0.7267
M006417,88,5,Transport/Auto,Kochi,3,0,1,0,0,0,3,0,0.6947,0.7371,4.4534,0.9,1.0,1289.17,-4.801,0.6417,0.3896,0.2479,0.673,1.8908,1,0.789,0.2878,0.1274,0.1,0.001,1,0.7285
M006418,82,6,Services/Salon,Kochi,3,1,1,1,0,0,1,1,0.6658,0.8442,4.4475,0.9444,1.0,1353.58,6.1181,0.7896,0.1586,0.4632,0.6482,8.6158,2,0.4355,0.468,0.2868,0.0,0.001,0,0.8166
M006419,1117,2,Medical/Pharmacy,Lucknow,2,0,1,0,0,0,2,0,0.7759,0.5173,4.4511,0.9222,1.0,2608.14,-6.5229,0.9069,0.5938,0.5324,0.33,3.7094,3,1.0837,0.3226,0.2663,0.1111,0.0009,1,0.7624
M006420,662,0,Kirana/Grocery,Bhopal,3,0,1,0,0,0,1,0,0.7394,0.6087,4.4497,0.9,1.0,1573.6,-3.1091,0.8712,0.327,0.6292,0.6804,2.146,3,0.8932,0.2104,0.3028,0.1818,0.0011,2,0.8375
M006421,1172,4,Electronics,Jaipur,2,1,1,1,1,0,0,0,0.7215,0.6846,4.4451,0.9444,1.0,4287.46,-10.3423,0.7011,0.2261,0.3777,0.7998,3.0553,4,2.0227,0.1658,0.1372,0.0,0.0005,0,0.7943
M006422,315,2,Medical/Pharmacy,Bengaluru,1,1,1,0,0,0,0,0,0.7708,0.5457,4.4589,0.9444,1.0,5590.67,14.9211,0.4354,0.0628,0.606,0.6382,5.3835,5,0.1537,0.2472,0.1056,0.0,0.0004,0,0.723
M006423,47,0,Kirana/Grocery,Bengaluru,1,0,1,0,0,0,0,0,0.5938,1.1354,4.4548,0.8556,1.0,7337.47,24.6767,0.7625,0.3976,0.4414,0.237,4.0896,1,0.0715,0.5,0.1913,0.0909,0.0011,1,0.7612
M006424,1058,3,Clothing/Textile,Surat,2,1,1,0,0,0,0,0,0.7455,0.5922,4.4557,0.9,1.0,2725.84,-3.4718,0.8372,0.1353,0.5878,0.6227,5.1263,1,0.1418,0.5898,0.427,0.3333,0.0006,2,0.8635
M006425,1445,4,Electronics,Chennai,1,1,1,1,0,0,3,2,0.7863,0.4553,4.4472,0.8667,1.0,7218.51,-3.7076,0.8576,0.5684,0.5186,0.5289,2.0023,3,1.7758,0.3228,0.0623,0.0,0.0004,0,0.7605
M006426,189,7,Education/Tuition,Nagpur,3,1,1,1,0,0,3,0,0.7779,0.5116,4.4512,0.9222,1.0,1051.28,0.347,0.4513,0.1052,0.8863,0.5974,1.9723,2,1.221,0.1627,0.1824,0.1111,0.0009,1,0.7371
M006427,171,2,Medical/Pharmacy,Kochi,3,1,1,0,0,0,2,1,0.7392,0.6357,4.4564,0.9444,1.0,1317.56,-2.9132,0.3398,0.2981,0.6585,0.7454,3.3138,4,0.4209,0.3075,0.1835,0.1667,0.0006,1,0.6266
M006428,426,5,Transport/Auto,Delhi,1,0,1,0,0,0,1,1,0.7799,0.5128,4.4537,0.9333,1.0,4741.24,-8.9156,0.779,0.2194,0.8181,0.7097,2.6714,4,1.1671,0.3414,0.3729,0.25,0.0004,1,0.8298
M006429,1071,7,Education/Tuition,Jaipur,2,1,1,0,1,0,0,0,0.7848,0.479,4.4492,0.9,1.0,1899.02,1.9909,0.8012,0.4363,0.0798,0.795,3.969,3,4.3664,0.1929,0.1496,0.1667,0.0006,1,0.7658
M006430,609,5,Transport/Auto,Ahmedabad,2,0,1,1,0,0,4,1,0.7645,0.5611,4.4407,0.9444,1.0,2254.55,5.762,0.6559,0.4337,0.5979,0.5486,4.4251,3,0.6769,0.2661,0.2402,0.1429,0.0007,1,0.7057
M006431,1167,2,Medical/Pharmacy,Bhopal,3,0,1,1,0,0,2,0,0.7717,0.5405,4.4396,0.9444,1.0,1274.25,-4.0875,0.7633,0.062,0.7817,0.608,2.6523,1,1.6766,0.4422,0.4202,0.3333,0.0003,1,0.8708
M006432,563,0,Kirana/Grocery,Varanasi,3,1,1,0,0,0,1,0,0.717,0.6997,4.4596,0.9444,1.0,1663.64,-3.6179,0.7233,0.706,0.8921,0.2157,3.0868,2,0.2209,0.2572,0.2974,0.0,0.0006,0,0.659
M006433,940,7,Education/Tuition,Surat,2,1,1,1,0,0,4,0,0.7634,0.5651,4.4457,0.9444,1.0,1932.84,-6.3053,0.711,0.1292,0.6416,0.4218,5.0599,1,0.5524,0.3978,0.2971,0.3333,0.0003,1,0.8153
M006434,490,7,Education/Tuition,Bhopal,3,1,1,1,0,0,1,0,0.7768,0.5215,4.4532,0.9333,1.0,977.47,-0.2673,0.542,0.5487,0.8476,0.3446,2.342,1,1.5987,0.1872,0.2721,0.0,0.0011,0,0.6381
M006435,315,2,Medical/Pharmacy,Surat,2,1,1,0,0,1,1,0,0.7381,0.5933,4.4479,0.8667,1.0,2818.22,-6.3383,0.6807,0.1983,0.6358,0.7851,0.9345,1,1.1008,0.259,0.5156,0.2857,0.0007,2,0.8072
M006436,1058,6,Services/Salon,Jaipur,2,1,1,1,0,0,0,0,0.7629,0.5229,4.4516,0.8667,1.0,2820.7,-11.4732,0.8895,0.053,0.6381,0.6929,2.0891,3,3.2362,0.3976,0.4417,0.3333,0.0003,1,0.9274
M006437,158,4,Electronics,Delhi,1,0,1,1,0,0,3,0,0.7609,0.5284,4.4495,0.8667,1.0,7974.7,-40.0164,0.7983,0.1494,0.787,0.2034,0.2937,4,0.1716,0.4094,0.3976,0.2,0.0005,1,0.8727
M006438,985,1,Restaurant/Dhaba,Bengaluru,1,1,1,1,0,0,0,0,0.7391,0.6227,4.4523,0.9222,1.0,5629.48,7.2343,0.7262,0.5552,0.7454,0.6072,7.645,2,0.4251,0.1953,0.1394,0.1,0.001,1,0.678
M006439,700,7,Education/Tuition,Pune,2,0,1,1,0,0,0,0,0.7632,0.5598,4.4487,0.9333,1.0,1963.21,-6.4337,0.9227,0.7197,0.7902,0.6446,3.7734,5,0.0742,0.2115,0.2475,0.1667,0.0006,1,0.7305
M006440,528,5,Transport/Auto,Hyderabad,1,1,1,1,1,0,0,0,0.7118,0.6741,4.4429,0.8778,1.0,4783.3,-2.9349,0.5771,0.2165,0.2669,0.6285,4.3428,5,1.3348,0.1835,0.4581,0.25,0.0004,1,0.7398
M006441,305,7,Education/Tuition,Chennai,1,1,1,0,0,0,1,0,0.7247,0.6508,4.4491,0.9,1.0,4365.2,-3.9672,0.8963,0.6696,0.7877,0.356,1.6995,3,2.2662,0.2179,0.1977,0.0,0.0006,0,0.7474
