merchant_id,business_age_days,merchant_category,merchant_category_name,city,city_tier,has_soundbox,qr_active,gst_registered
M004196,1020,2,Medical/Pharmacy,Mumbai,1,1,1,0
M004197,396,7,Education/Tuition,Chennai,1,1,1,1
M004198,285,1,Restaurant/Dhaba,Jaipur,2,1,1,0
M004199,469,5,Transport/Auto,Pune,2,1,1,0
M004200,1388,3,Clothing/Textile,Kochi,3,0,1,1
M004201,464,4,Electronics,Hyderabad,1,0,1,0
M004202,719,6,Services/Salon,Delhi,1,0,1,0
M004203,337,3,Clothing/Textile,Kochi,3,1,1,1
M004204,1148,3,Clothing/Textile,Hyderabad,1,1,1,1
M004205,438,4,Electronics,Pune,2,0,1,1
M004206,855,1,Restaurant/Dhaba,Pune,2,1,1,1
M004207,1221,7,Education/Tuition,Surat,2,0,1,0
M004208,116,1,Restaurant/Dhaba,Hyderabad,1,0,1,0
M004209,32,2,Medical/Pharmacy,Delhi,1,1,1,0
M004210,401,0,Kirana/Grocery,Mumbai,1,1,1,1
M004211,671,1,Restaurant/Dhaba,Surat,2,1,1,0
M004212,1076,7,Education/Tuition,Jaipur,2,1,1,1
M004213,127,4,Electronics,Bengaluru,1,0,1,1
M004214,699,0,Kirana/Grocery,Surat,2,0,1,0
M004215,350,4,Electronics,Indore,3,0,1,1
M004216,563,4,Electronics,Mumbai,1,1,0,0
M004217,849,4,Electronics,Jaipur,2,0,1,0
M004218,396,6,Services/Salon,Surat,2,0,1,0
M004219,1237,6,Services/Salon,Hyderabad,1,0,1,1
M004220,446,0,Kirana/Grocery,Chennai,1,0,0,0
M004221,758,3,Clothing/Textile,Surat,2,1,1,1
M004222,1267,7,Education/Tuition,Indore,3,1,1,0
M004223,877,6,Services/Salon,Nagpur,3,1,1,0
M004224,699,5,Transport/Auto,Lucknow,2,1,1,1
M004225,1263,4,Electronics,Jaipur,2,1,1,0
M004226,162,7,Education/Tuition,Jaipur,2,1,1,0
M004227,82,6,Services/Salon,Ahmedabad,2,1,1,0
M004228,770,2,Medical/Pharmacy,Surat,2,1,1,0
M004229,724,1,Restaurant/Dhaba,Delhi,1,0,1,1
M004230,52,5,Transport/Auto,Surat,2,1,1,1
M004231,1159,7,Education/Tuition,Lucknow,2,1,1,1
M004232,489,1,Restaurant/Dhaba,Ahmedabad,2,1,1,0
M004233,679,1,Restaurant/Dhaba,Indore,3,1,1,1
M004234,511,0,Kirana/Grocery,Mumbai,1,1,1,0
M004235,149,2,Medical/Pharmacy,Delhi,1,1,1,1
M004236,702,2,Medical/Pharmacy,Mumbai,1,1,1,0
M004237,237,5,Transport/Auto,Bhopal,3,0,1,0
M004238,347,2,Medical/Pharmacy,Surat,2,1,1,0
M004239,367,2,Medical/Pharmacy,Hyderabad,1,0,1,0
M004240,184,7,Education/Tuition,Pune,2,0,1,0
M004241,897,2,Medical/Pharmacy,Surat,2,0,1,1
M004242,1208,5,Transport/Auto,Nagpur,3,1,1,1
M004243,423,3,Clothing/Textile,Ahmedabad,2,1,1,0
M004244,534,2,Medical/Pharmacy,Pune,2,1,1,0
M004245,1000,6,Services/Salon,Bhopal,3,1,1,0
M004246,342,7,Education/Tuition,Bengaluru,1,1,1,1
M004247,1312,7,Education/Tuition,Delhi,1,1,1,0
M004248,1210,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M004249,43,0,Kirana/Grocery,Bhopal,3,1,1,0
M004250,106,0,Kirana/Grocery,Jaipur,2,0,1,0
M004251,1392,6,Services/Salon,Mumbai,1,1,1,0
M004252,438,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M004253,423,3,Clothing/Textile,Ahmedabad,2,0,1,0
M004254,249,7,Education/Tuition,Delhi,1,0,1,1
M004255,773,2,Medical/Pharmacy,Ahmedabad,2,1,1,1
M004256,462,6,Services/Salon,Bhopal,3,1,1,1
M004257,835,2,Medical/Pharmacy,Lucknow,2,1,0,0
M004258,1193,2,Medical/Pharmacy,Lucknow,2,0,1,0
M004259,1017,4,Electronics,Lucknow,2,1,1,0
M004260,683,3,Clothing/Textile,Bengaluru,1,0,1,0
M004261,846,1,Restaurant/Dhaba,Bhopal,3,0,1,0
M004262,784,6,Services/Salon,Ahmedabad,2,1,1,1
M004263,705,2,Medical/Pharmacy,Jaipur,2,1,1,1
M004264,861,6,Services/Salon,Lucknow,2,1,1,1
M004265,1149,1,Restaurant/Dhaba,Pune,2,1,1,0
M004266,57,3,Clothing/Textile,Jaipur,2,1,1,0
M004267,1017,7,Education/Tuition,Bengaluru,1,1,1,1
M004268,1283,6,Services/Salon,Bhopal,3,0,1,0
M004269,445,2,Medical/Pharmacy,Nagpur,3,0,1,0
M004270,54,7,Education/Tuition,Surat,2,1,1,0
M004271,1457,1,Restaurant/Dhaba,Varanasi,3,1,1,0
M004272,702,6,Services/Salon,Delhi,1,0,1,0
M004273,571,5,Transport/Auto,Ahmedabad,2,0,1,1
M004274,194,1,Restaurant/Dhaba,Lucknow,2,1,1,1
M004275,237,3,Clothing/Textile,Lucknow,2,0,1,0
M004276,978,2,Medical/Pharmacy,Pune,2,1,1,1
M004277,1014,4,Electronics,Delhi,1,1,1,1
M004278,643,3,Clothing/Textile,Chennai,1,1,1,0
M004279,402,7,Education/Tuition,Jaipur,2,0,1,0
M004280,647,4,Electronics,Hyderabad,1,1,1,1
M004281,98,2,Medical/Pharmacy,Lucknow,2,0,1,0
M004282,1406,1,Restaurant/Dhaba,Mumbai,1,1,1,1
M004283,130,5,Transport/Auto,Delhi,1,1,1,1
M004284,30,5,Transport/Auto,Pune,2,1,1,0
M004285,380,6,Services/Salon,Surat,2,1,1,0
M004286,36,7,Education/Tuition,Bhopal,3,1,1,0
M004287,347,3,Clothing/Textile,Pune,2,1,1,0
M004288,652,3,Clothing/Textile,Chennai,1,1,1,1
M004289,538,7,Education/Tuition,Kochi,3,1,1,0
M004290,215,3,Clothing/Textile,Ahmedabad,2,1,1,1
M004291,757,0,Kirana/Grocery,Delhi,1,0,1,1
M004292,491,5,Transport/Auto,Jaipur,2,1,1,1
M004293,372,5,Transport/Auto,Nagpur,3,1,1,0
M004294,664,2,Medical/Pharmacy,Ahmedabad,2,0,1,0
M004295,742,0,Kirana/Grocery,Bengaluru,1,1,1,0
M004296,1061,3,Clothing/Textile,Mumbai,1,1,1,1
M004297,605,3,Clothing/Textile,Chennai,1,1,1,1
M004298,165,7,Education/Tuition,Jaipur,2,1,1,1
M004299,412,4,Electronics,Jaipur,2,1,1,0
M004300,215,6,Services/Salon,Mumbai,1,1,1,1
M004301,668,0,Kirana/Grocery,Bhopal,3,1,1,1
M004302,957,6,Services/Salon,Indore,3,1,1,1
M004303,1425,1,Restaurant/Dhaba,Pune,2,1,1,1
M004304,993,6,Services/Salon,Bhopal,3,1,1,0
M004305,590,5,Transport/Auto,Mumbai,1,1,1,0
M004306,1219,2,Medical/Pharmacy,Lucknow,2,0,1,0
M004307,927,1,Restaurant/Dhaba,Pune,2,1,1,0
M004308,668,1,Restaurant/Dhaba,Varanasi,3,1,1,0
M004309,350,7,Education/Tuition,Kochi,3,0,1,0
M004310,1210,2,Medical/Pharmacy,Delhi,1,0,0,1
M004311,887,3,Clothing/Textile,Bhopal,3,1,1,0
M004312,1027,5,Transport/Auto,Bengaluru,1,1,1,1
M004313,314,7,Education/Tuition,Indore,3,1,1,1
M004314,1081,4,Electronics,Varanasi,3,0,1,0
M004315,380,3,Clothing/Textile,Bengaluru,1,1,1,0
M004316,112,6,Services/Salon,Lucknow,2,1,1,1
M004317,695,3,Clothing/Textile,Delhi,1,0,1,1
M004318,1423,0,Kirana/Grocery,Surat,2,1,1,0
M004319,570,7,Education/Tuition,Ahmedabad,2,1,1,1
M004320,1448,1,Restaurant/Dhaba,Ahmedabad,2,1,1,0
M004321,509,1,Restaurant/Dhaba,Nagpur,3,0,1,0
M004322,242,5,Transport/Auto,Lucknow,2,0,1,0
M004323,959,6,Services/Salon,Lucknow,2,1,1,0
M004324,389,7,Education/Tuition,Indore,3,1,0,1
M004325,243,1,Restaurant/Dhaba,Kochi,3,1,1,1
M004326,333,7,Education/Tuition,Bengaluru,1,1,1,0
M004327,1208,4,Electronics,Nagpur,3,1,1,0
M004328,1433,4,Electronics,Hyderabad,1,1,1,0
M004329,229,6,Services/Salon,Kochi,3,1,1,1
M004330,267,7,Education/Tuition,Hyderabad,1,1,1,0
M004331,700,4,Electronics,Mumbai,1,1,1,1
M004332,1220,2,Medical/Pharmacy,Jaipur,2,1,1,0
M004333,1279,6,Services/Salon,Ahmedabad,2,0,0,0
M004334,908,5,Transport/Auto,Jaipur,2,1,1,0
M004335,280,4,Electronics,Mumbai,1,1,1,0
M004336,1333,7,Education/Tuition,Ahmedabad,2,1,1,0
M004337,505,0,Kirana/Grocery,Kochi,3,1,1,0
M004338,527,0,Kirana/Grocery,Lucknow,2,0,1,0
M004339,1007,3,Clothing/Textile,Bengaluru,1,1,1,0
M004340,1026,3,Clothing/Textile,Ahmedabad,2,0,1,0
M004341,730,5,Transport/Auto,Delhi,1,0,1,0
M004342,1464,6,Services/Salon,Bhopal,3,1,1,0
M004343,813,3,Clothing/Textile,Varanasi,3,1,1,1
M004344,458,3,Clothing/Textile,Lucknow,2,1,1,0
M004345,568,0,Kirana/Grocery,Jaipur,2,0,1,0
M004346,930,3,Clothing/Textile,Indore,3,1,1,1
M004347,1496,7,Education/Tuition,Lucknow,2,0,1,0
M004348,997,0,Kirana/Grocery,Nagpur,3,1,1,0
M004349,239,4,Electronics,Lucknow,2,1,1,0
M004350,520,4,Electronics,Nagpur,3,1,1,1
M004351,500,5,Transport/Auto,Lucknow,2,1,1,0
M004352,597,2,Medical/Pharmacy,Surat,2,1,1,1
M004353,693,3,Clothing/Textile,Varanasi,3,1,1,0
M004354,579,4,Electronics,Lucknow,2,1,1,1
M004355,227,4,Electronics,Pune,2,1,1,0
M004356,550,6,Services/Salon,Chennai,1,1,1,0
M004357,1378,5,Transport/Auto,Ahmedabad,2,1,1,1
M004358,717,7,Education/Tuition,Surat,2,1,1,1
M004359,496,1,Restaurant/Dhaba,Hyderabad,1,0,1,1
M004360,625,1,Restaurant/Dhaba,Mumbai,1,1,1,0
M004361,168,5,Transport/Auto,Ahmedabad,2,1,1,1
M004362,1044,0,Kirana/Grocery,Nagpur,3,1,1,1
M004363,271,2,Medical/Pharmacy,Surat,2,1,1,0
M004364,345,6,Services/Salon,Delhi,1,1,0,1
M004365,696,6,Services/Salon,Ahmedabad,2,0,1,0
M004366,762,5,Transport/Auto,Mumbai,1,0,1,1
M004367,164,7,Education/Tuition,Ahmedabad,2,0,1,0
M004368,1241,1,Restaurant/Dhaba,Delhi,1,1,1,0
M004369,608,2,Medical/Pharmacy,Bengaluru,1,0,1,1
M004370,1122,4,Electronics,Mumbai,1,0,1,0
M004371,468,5,Transport/Auto,Pune,2,1,1,0
M004372,106,0,Kirana/Grocery,Delhi,1,1,1,1
M004373,429,2,Medical/Pharmacy,Jaipur,2,1,1,0
M004374,403,1,Restaurant/Dhaba,Lucknow,2,0,1,0
M004375,1065,4,Electronics,Surat,2,0,1,1
M004376,787,5,Transport/Auto,Pune,2,1,1,0
M004377,778,6,Services/Salon,Nagpur,3,1,1,0
M004378,793,3,Clothing/Textile,Bengaluru,1,1,1,0
M004379,446,6,Services/Salon,Ahmedabad,2,0,0,0
M004380,236,7,Education/Tuition,Hyderabad,1,1,0,1
M004381,370,7,Education/Tuition,Mumbai,1,0,0,0
M004382,750,6,Services/Salon,Lucknow,2,1,1,1
M004383,340,4,Electronics,Ahmedabad,2,0,1,0
M004384,1361,1,Restaurant/Dhaba,Varanasi,3,1,1,0
M004385,1346,5,Transport/Auto,Pune,2,1,1,1
M004386,654,1,Restaurant/Dhaba,Nagpur,3,1,1,0
M004387,1429,3,Clothing/Textile,Hyderabad,1,1,1,0
M004388,1393,7,Education/Tuition,Chennai,1,1,1,1
M004389,112,6,Services/Salon,Hyderabad,1,0,1,0
M004390,1056,4,Electronics,Bengaluru,1,1,1,1
M004391,902,2,Medical/Pharmacy,Lucknow,2,0,1,0
M004392,265,2,Medical/Pharmacy,Lucknow,2,1,1,1
M004393,418,4,Electronics,Delhi,1,1,1,0
M004394,422,7,Education/Tuition,Kochi,3,0,1,1
M004395,776,2,Medical/Pharmacy,Varanasi,3,1,1,0
M004396,59,6,Services/Salon,Hyderabad,1,1,1,1
M004397,1011,7,Education/Tuition,Hyderabad,1,1,1,1
M004398,1201,5,Transport/Auto,Delhi,1,0,1,1
M004399,634,4,Electronics,Chennai,1,0,1,1
M004400,312,4,Electronics,Bengaluru,1,0,1,0
M004401,267,1,Restaurant/Dhaba,Pune,2,0,1,0
M004402,760,0,Kirana/Grocery,Delhi,1,1,1,0
M004403,1372,1,Restaurant/Dhaba,Lucknow,2,1,1,0
M004404,1390,2,Medical/Pharmacy,Nagpur,3,1,1,0
M004405,60,0,Kirana/Grocery,Lucknow,2,0,1,1
M004406,1007,4,Electronics,Indore,3,0,1,0
M004407,944,2,Medical/Pharmacy,Bengaluru,1,1,1,0
M004408,236,7,Education/Tuition,Jaipur,2,1,1,1
M004409,932,3,Clothing/Textile,Jaipur,2,0,1,0
M004410,1282,2,Medical/Pharmacy,Bengaluru,1,1,1,1
M004411,612,0,Kirana/Grocery,Chennai,1,1,0,0
M004412,1395,0,Kirana/Grocery,Jaipur,2,1,1,0
M004413,489,4,Electronics,Lucknow,2,0,1,1
M004414,165,5,Transport/Auto,Jaipur,2,1,1,0
M004415,1007,3,Clothing/Textile,Jaipur,2,1,1,0
M004416,313,4,Electronics,Ahmedabad,2,1,1,0
M004417,879,3,Clothing/Textile,Chennai,1,1,1,1
M004418,380,3,Clothing/Textile,Chennai,1,1,1,0
M004419,46,4,Electronics,Hyderabad,1,0,1,0
M004420,1268,6,Services/Salon,Delhi,1,1,1,0
M004421,1448,2,Medical/Pharmacy,Kochi,3,0,1,0
M004422,1452,7,Education/Tuition,Ahmedabad,2,1,1,0
M004423,443,1,Restaurant/Dhaba,Ahmedabad,2,0,1,0
M004424,1297,3,Clothing/Textile,Delhi,1,1,1,1
M004425,1148,7,Education/Tuition,Pune,2,1,1,0
M004426,35,6,Services/Salon,Chennai,1,1,1,1
M004427,809,0,Kirana/Grocery,Delhi,1,1,1,0
M004428,116,4,Electronics,Mumbai,1,1,1,0
M004429,218,5,Transport/Auto,Varanasi,3,1,1,0
M004430,449,6,Services/Salon,Jaipur,2,1,1,0
M004431,1120,2,Medical/Pharmacy,Jaipur,2,0,1,1
M004432,277,7,Education/Tuition,Lucknow,2,1,1,0
M004433,889,6,Services/Salon,Nagpur,3,1,1,0
M004434,236,3,Clothing/Textile,Chennai,1,1,1,0
M004435,1258,5,Transport/Auto,Mumbai,1,1,1,0
M004436,1372,6,Services/Salon,Mumbai,1,1,1,0
M004437,1136,2,Medical/Pharmacy,Kochi,3,1,1,0
M004438,453,7,Education/Tuition,Nagpur,3,1,1,1
M004439,1135,6,Services/Salon,Bengaluru,1,1,1,1
M004440,578,4,Electronics,Kochi,3,0,1,0
M004441,516,5,Transport/Auto,Bhopal,3,1,1,1
M004442,162,0,Kirana/Grocery,Bengaluru,1,1,1,1
M004443,144,3,Clothing/Textile,Ahmedabad,2,0,1,1
M004444,406,7,Education/Tuition,Jaipur,2,1,1,0
M004445,1006,3,Clothing/Textile,Bhopal,3,1,1,1
M004446,240,5,Transport/Auto,Mumbai,1,0,1,0
M004447,161,2,Medical/Pharmacy,Varanasi,3,1,0,0
M004448,1427,4,Electronics,Mumbai,1,1,1,0
M004449,183,6,Services/Salon,Jaipur,2,1,1,0
M004450,949,7,Education/Tuition,Pune,2,1,1,0
M004451,1476,6,Services/Salon,Surat,2,0,1,0
M004452,981,1,Restaurant/Dhaba,Bhopal,3,0,1,0
M004453,835,3,Clothing/Textile,Nagpur,3,1,1,0
M004454,1419,6,Services/Salon,Indore,3,0,1,1
M004455,176,0,Kirana/Grocery,Bengaluru,1,1,1,1
M004456,1180,3,Clothing/Textile,Pune,2,1,1,0
M004457,1361,3,Clothing/Textile,Bengaluru,1,0,1,0
M004458,744,1,Restaurant/Dhaba,Surat,2,1,1,1
M004459,1171,1,Restaurant/Dhaba,Jaipur,2,1,1,0
M004460,260,4,Electronics,Jaipur,2,1,1,0
M004461,480,6,Services/Salon,Ahmedabad,2,0,1,1
M004462,1198,6,Services/Salon,Bhopal,3,1,1,1
M004463,936,3,Clothing/Textile,Chennai,1,1,1,0
M004464,1102,3,Clothing/Textile,Lucknow,2,1,1,0
M004465,136,2,Medical/Pharmacy,Surat,2,1,1,1
M004466,122,2,Medical/Pharmacy,Chennai,1,1,1,1
M004467,858,6,Services/Salon,Mumbai,1,0,1,1
M004468,169,7,Education/Tuition,Kochi,3,0,1,1
M004469,1367,5,Transport/Auto,Varanasi,3,0,1,0
M004470,40,5,Transport/Auto,Bhopal,3,1,1,0
M004471,477,0,Kirana/Grocery,Kochi,3,1,1,0
M004472,956,6,Services/Salon,Chennai,1,1,1,0
M004473,424,6,Services/Salon,Pune,2,0,1,0
M004474,407,6,Services/Salon,Pune,2,0,1,0
M004475,390,0,Kirana/Grocery,Jaipur,2,0,1,0
M004476,712,2,Medical/Pharmacy,Ahmedabad,2,1,1,1
M004477,1046,5,Transport/Auto,Lucknow,2,1,1,0
M004478,671,6,Services/Salon,Ahmedabad,2,1,1,0
M004479,602,0,Kirana/Grocery,Ahmedabad,2,1,1,1
M004480,1026,3,Clothing/Textile,Chennai,1,1,1,1
M004481,952,7,Education/Tuition,Pune,2,1,1,1
M004482,425,5,Transport/Auto,Jaipur,2,1,1,1
M004483,215,1,Restaurant/Dhaba,Surat,2,1,1,0
M004484,1274,5,Transport/Auto,Chennai,1,1,1,0
M004485,1353,3,Clothing/Textile,Lucknow,2,1,1,1
M004486,1228,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M004487,400,4,Electronics,Ahmedabad,2,1,1,0
M004488,1257,4,Electronics,Nagpur,3,1,1,0
M004489,637,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M004490,311,7,Education/Tuition,Hyderabad,1,0,1,0
M004491,1469,3,Clothing/Textile,Surat,2,1,1,0
M004492,1086,0,Kirana/Grocery,Jaipur,2,1,1,0
M004493,111,5,Transport/Auto,Bhopal,3,1,1,1
M004494,177,5,Transport/Auto,Surat,2,1,1,1
M004495,994,0,Kirana/Grocery,Jaipur,2,1,1,0
M004496,1021,4,Electronics,Lucknow,2,0,1,1
M004497,977,6,Services/Salon,Delhi,1,1,1,0
M004498,524,6,Services/Salon,Chennai,1,1,0,0
M004499,1223,2,Medical/Pharmacy,Lucknow,2,0,1,0
M004500,752,6,Services/Salon,Ahmedabad,2,0,1,0
M004501,732,2,Medical/Pharmacy,Lucknow,2,1,1,0
M004502,1060,6,Services/Salon,Bengaluru,1,0,1,0
M004503,1433,1,Restaurant/Dhaba,Delhi,1,1,1,0
M004504,855,4,Electronics,Pune,2,1,1,1
M004505,463,7,Education/Tuition,Chennai,1,1,1,1
M004506,1087,2,Medical/Pharmacy,Surat,2,1,1,0
M004507,592,1,Restaurant/Dhaba,Delhi,1,1,1,0
M004508,167,0,Kirana/Grocery,Pune,2,0,1,0
M004509,396,4,Electronics,Bhopal,3,0,1,1
M004510,135,4,Electronics,Mumbai,1,0,1,1
M004511,823,2,Medical/Pharmacy,Lucknow,2,1,1,0
M004512,1085,2,Medical/Pharmacy,Hyderabad,1,0,1,0
M004513,665,3,Clothing/Textile,Lucknow,2,0,1,0
M004514,1016,6,Services/Salon,Surat,2,0,1,0
M004515,987,0,Kirana/Grocery,Ahmedabad,2,0,1,0
M004516,1221,0,Kirana/Grocery,Jaipur,2,1,1,0
M004517,884,5,Transport/Auto,Nagpur,3,1,1,0
M004518,107,1,Restaurant/Dhaba,Mumbai,1,1,1,0
M004519,238,7,Education/Tuition,Hyderabad,1,1,1,0
M004520,1464,1,Restaurant/Dhaba,Kochi,3,0,1,0
M004521,37,3,Clothing/Textile,Ahmedabad,2,0,1,0
M004522,766,5,Transport/Auto,Indore,3,0,1,1
M004523,256,0,Kirana/Grocery,Ahmedabad,2,1,1,0
M004524,204,6,Services/Salon,Nagpur,3,1,1,1
M004525,110,6,Services/Salon,Lucknow,2,1,1,0
M004526,1110,7,Education/Tuition,Ahmedabad,2,1,1,1
M004527,1188,6,Services/Salon,Indore,3,0,1,0
M004528,267,6,Services/Salon,Pune,2,0,1,0
M004529,1270,1,Restaurant/Dhaba,Hyderabad,1,1,1,0
M004530,1079,0,Kirana/Grocery,Hyderabad,1,0,1,1
M004531,216,6,Services/Salon,Hyderabad,1,1,0,1
M004532,659,0,Kirana/Grocery,Mumbai,1,1,1,1
M004533,1169,5,Transport/Auto,Bengaluru,1,1,1,1
M004534,1043,1,Restaurant/Dhaba,Pune,2,1,1,0
M004535,844,2,Medical/Pharmacy,Ahmedabad,2,0,1,0
M004536,643,2,Medical/Pharmacy,Lucknow,2,0,1,1
M004537,921,5,Transport/Auto,Ahmedabad,2,1,1,0
M004538,1216,1,Restaurant/Dhaba,Delhi,1,1,1,0
M004539,1467,7,Education/Tuition,Chennai,1,1,1,1
M004540,207,3,Clothing/Textile,Hyderabad,1,1,1,1
M004541,1014,4,Electronics,Pune,2,0,1,0
M004542,309,5,Transport/Auto,Bengaluru,1,1,1,1
M004543,827,0,Kirana/Grocery,Delhi,1,1,1,0
M004544,1265,5,Transport/Auto,Ahmedabad,2,1,1,0
M004545,1107,4,Electronics,Nagpur,3,1,1,0
M004546,96,7,Education/Tuition,Mumbai,1,1,1,1
M004547,573,5,Transport/Auto,Ahmedabad,2,0,1,0
M004548,549,1,Restaurant/Dhaba,Jaipur,2,0,1,1
M004549,528,0,Kirana/Grocery,Indore,3,1,1,0
M004550,975,4,Electronics,Bhopal,3,1,0,1
M004551,1484,6,Services/Salon,Hyderabad,1,1,1,1
M004552,756,2,Medical/Pharmacy,Delhi,1,1,1,1
M004553,1099,3,Clothing/Textile,Indore,3,1,1,0
M004554,1088,5,Transport/Auto,Surat,2,0,1,0
M004555,218,5,Transport/Auto,Ahmedabad,2,0,1,1
M004556,1142,4,Electronics,Pune,2,1,1,1
M004557,1388,3,Clothing/Textile,Pune,2,1,1,1
M004558,976,5,Transport/Auto,Kochi,3,1,1,1
M004559,165,7,Education/Tuition,Varanasi,3,1,0,1
M004560,575,2,Medical/Pharmacy,Ahmedabad,2,1,1,0
M004561,822,4,Electronics,Delhi,1,1,1,1
M004562,1166,1,Restaurant/Dhaba,Nagpur,3,1,1,1
M004563,1225,0,Kirana/Grocery,Mumbai,1,0,1,0
M004564,1392,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M004565,584,3,Clothing/Textile,Bhopal,3,1,1,1
M004566,923,3,Clothing/Textile,Chennai,1,1,1,0
M004567,975,2,Medical/Pharmacy,Bengaluru,1,1,1,0
M004568,554,6,Services/Salon,Hyderabad,1,1,1,0
M004569,203,1,Restaurant/Dhaba,Kochi,3,1,1,0
M004570,666,5,Transport/Auto,Pune,2,0,1,0
M004571,1385,1,Restaurant/Dhaba,Jaipur,2,0,1,1
M004572,236,5,Transport/Auto,Bengaluru,1,0,1,1
M004573,1396,5,Transport/Auto,Indore,3,1,1,0
M004574,978,3,Clothing/Textile,Varanasi,3,1,1,0
M004575,133,5,Transport/Auto,Bengaluru,1,0,1,1
M004576,1093,2,Medical/Pharmacy,Lucknow,2,1,1,1
M004577,1076,6,Services/Salon,Hyderabad,1,1,1,0
M004578,1305,5,Transport/Auto,Varanasi,3,1,1,0
M004579,319,2,Medical/Pharmacy,Pune,2,1,1,0
M004580,1255,0,Kirana/Grocery,Nagpur,3,0,1,0
M004581,1208,3,Clothing/Textile,Bengaluru,1,1,1,1
M004582,596,7,Education/Tuition,Nagpur,3,0,1,1
M004583,1159,1,Restaurant/Dhaba,Kochi,3,1,1,1
M004584,1313,4,Electronics,Ahmedabad,2,0,1,0
M004585,993,1,Restaurant/Dhaba,Nagpur,3,1,1,0
M004586,1253,1,Restaurant/Dhaba,Ahmedabad,2,0,1,0
M004587,867,6,Services/Salon,Delhi,1,1,1,1
M004588,1270,7,Education/Tuition,Pune,2,0,1,0
M004589,440,4,Electronics,Surat,2,1,0,0
M004590,911,6,Services/Salon,Surat,2,1,1,0
M004591,1170,7,Education/Tuition,Chennai,1,1,1,0
M004592,915,3,Clothing/Textile,Lucknow,2,0,1,1
M004593,453,5,Transport/Auto,Hyderabad,1,0,1,0
M004594,1265,0,Kirana/Grocery,Surat,2,0,1,0
M004595,184,1,Restaurant/Dhaba,Pune,2,1,1,1
M004596,1316,6,Services/Salon,Pune,2,1,1,0
M004597,180,5,Transport/Auto,Hyderabad,1,1,1,1
M004598,241,1,Restaurant/Dhaba,Jaipur,2,1,1,0
M004599,1245,3,Clothing/Textile,Bengaluru,1,1,1,1
M004600,910,3,Clothing/Textile,Mumbai,1,0,1,0
M004601,784,2,Medical/Pharmacy,Indore,3,0,1,1
M004602,1151,3,Clothing/Textile,Bhopal,3,0,1,0
M004603,570,7,Education/Tuition,Lucknow,2,1,1,0
M004604,730,3,Clothing/Textile,Nagpur,3,1,0,1
M004605,201,1,Restaurant/Dhaba,Indore,3,1,1,0
M004606,400,0,Kirana/Grocery,Nagpur,3,1,1,0
M004607,1208,6,Services/Salon,Delhi,1,1,1,0
M004608,1193,1,Restaurant/Dhaba,Bhopal,3,0,1,0
M004609,942,6,Services/Salon,Surat,2,1,1,1
M004610,831,5,Transport/Auto,Hyderabad,1,1,1,0
M004611,285,6,Services/Salon,Mumbai,1,0,1,0
M004612,1019,3,Clothing/Textile,Ahmedabad,2,0,1,1
M004613,705,2,Medical/Pharmacy,Chennai,1,0,1,0
M004614,893,0,Kirana/Grocery,Chennai,1,1,1,0
M004615,445,2,Medical/Pharmacy,Hyderabad,1,1,1,0
M004616,358,4,Electronics,Kochi,3,1,1,1
M004617,1431,2,Medical/Pharmacy,Nagpur,3,0,1,1
M004618,947,7,Education/Tuition,Delhi,1,1,0,0
M004619,1319,2,Medical/Pharmacy,Indore,3,0,1,0
M004620,1192,5,Transport/Auto,Indore,3,0,1,1
M004621,991,3,Clothing/Textile,Nagpur,3,0,1,0
M004622,853,7,Education/Tuition,Mumbai,1,1,1,0
M004623,278,5,Transport/Auto,Jaipur,2,1,1,0
M004624,774,3,Clothing/Textile,Indore,3,0,1,0
M004625,337,7,Education/Tuition,Ahmedabad,2,0,1,0
M004626,602,5,Transport/Auto,Delhi,1,0,1,0
M004627,1272,3,Clothing/Textile,Lucknow,2,1,1,0
M004628,827,7,Education/Tuition,Pune,2,0,1,1
M004629,1030,7,Education/Tuition,Jaipur,2,1,1,0
M004630,790,7,Education/Tuition,Delhi,1,1,1,0
M004631,322,6,Services/Salon,Hyderabad,1,1,1,0
M004632,439,3,Clothing/Textile,Varanasi,3,1,1,1
M004633,227,7,Education/Tuition,Bhopal,3,1,1,0
M004634,109,3,Clothing/Textile,Mumbai,1,1,0,1
M004635,1438,2,Medical/Pharmacy,Indore,3,1,1,1
M004636,166,4,Electronics,Mumbai,1,1,1,0
M004637,242,3,Clothing/Textile,Pune,2,1,1,1
M004638,648,4,Electronics,Indore,3,1,1,0
M004639,989,4,Electronics,Bhopal,3,0,1,1
M004640,1260,1,Restaurant/Dhaba,Bhopal,3,0,1,0
M004641,1186,1,Restaurant/Dhaba,Chennai,1,0,1,1
M004642,195,0,Kirana/Grocery,Bhopal,3,1,1,1
M004643,459,6,Services/Salon,Hyderabad,1,1,1,0
M004644,1233,7,Education/Tuition,Pune,2,0,1,0
M004645,150,7,Education/Tuition,Lucknow,2,1,0,0
M004646,1227,7,Education/Tuition,Ahmedabad,2,1,1,0
M004647,360,5,Transport/Auto,Delhi,1,1,1,0
M004648,1121,1,Restaurant/Dhaba,Nagpur,3,1,1,1
