src,dst,weight
M000483,M005731,991.89
M005422,M009928,5666.31
M008029,M002567,544.55
M005278,M005375,495.99
M009802,M005673,427.15
M000994,M001329,395.03
M000351,M002721,2497.7
M003176,M002032,224.47
M003800,M008002,382.23
M008277,M004623,564.16
M007211,M000608,8285.54
M004384,M003081,222.51
M005429,M008284,882.7
M001629,M006566,4785.97
M007946,M002313,2810.48
M005908,M006216,3081.0
M002194,M000965,2579.43
M001217,M008443,6949.7
M002151,M007066,99.45
M000232,M009127,6193.94
M004605,M005458,1249.53
M005382,M009537,9795.32
M001430,M003600,732.38
M006534,M006343,675.46
M006269,M006490,1190.77
M004029,M008773,8521.28
M006559,M009208,30938.1
M006787,M007387,314.09
M004709,M007854,128.45
M002180,M005436,7236.61
M001492,M003536,631.0
M001576,M002444,216.97
M004985,M009625,57.04
M007053,M004299,320.77
M003335,M001456,1028.15
M002052,M007913,1131.04
M007663,M009823,2429.64
M002809,M007233,17413.16
M007965,M001333,988.99
M006695,M008363,445.71
M002229,M002919,300.1
M004884,M003902,1600.58
M009754,M004913,774.57
M001627,M006984,2450.49
M009256,M004899,962.63
M005709,M007689,1303.29
M000695,M005062,2050.2
M000391,M001572,1730.87
M004992,M002546,1558.73
M003170,M009026,7364.41
M005336,M007669,931.4
M008833,M006166,271.72
M008057,M002593,625.04
M002838,M007455,15174.04
M002101,M007678,480.3
M003211,M000341,2563.72
M009262,M004151,306.65
M006858,M006339,1720.08
M001846,M001855,66.42
M001022,M004522,47.19
M004708,M008062,1676.59
M004405,M009366,53.97
M009285,M004672,525.75
M006746,M003486,206.13
M008545,M008798,6627.25
M006482,M004136,499.88
M007179,M002795,20115.81
M004851,M002545,2581.59
M008801,M003638,524.95
M006561,M000254,85.14
M005093,M007442,6757.66
M000938,M005073,1135.03
M008756,M007064,2854.09
M005381,M001745,183.92
M009173,M002656,486.81
M009483,M004087,155.94
M002244,M002862,763.72
M002626,M003702,10201.36
M007554,M007755,2441.39
M007617,M001719,1307.21
M006357,M007523,1327.68
M006641,M001774,349.19
M008931,M005271,17827.92
M005044,M001242,3607.13
M008474,M004314,233.94
M007305,M000376,12032.64
M002975,M003151,240.97
M005814,M003794,255.08
M008691,M005528,741.8
M003769,M001227,292.86
M001038,M004503,4364.43
M000225,M003120,7594.76
M009162,M005855,1580.18
M005141,M009754,398.94
M002621,M000932,7605.77
M002522,M004475,1168.13
M003321,M005399,58082.38
M001135,M009540,2592.53
M000704,M007351,1185.29
M004420,M000068,1265.49
M002848,M005453,549.73
M004883,M005042,4642.46
M000644,M002102,3859.5
M002935,M005275,3087.95
M005675,M008532,257.85
M005480,M001667,1084.08
M005867,M007577,451.62
M009885,M003111,63663.64
M008839,M001286,303.17
M005494,M008901,1130.59
M002686,M002238,1345.62
M008200,M009363,6312.55
M003095,M003888,153.77
M007491,M008785,107.98
M003107,M008598,4057.63
M008511,M009238,1059.69
M009669,M005552,884.69
M008365,M008718,430.41
M000817,M001174,2826.53
M003401,M002796,3124.17
M004128,M008510,13088.85
M003431,M008461,2646.84
M009031,M008296,102.74
M006970,M008469,780.2
M004256,M005176,5799.19
M009083,M009214,3288.71
M006670,M000102,2262.3
M004233,M003005,289.02
M009808,M009820,7359.74
M009286,M007092,197.97
M001576,M007981,187.01
M008741,M004954,4062.07
M002667,M002790,360.67
M008838,M001924,3406.46
M008990,M002839,3644.66
M001962,M007747,508.89
M000693,M005071,4934.24
M003020,M000692,1610.6
M008722,M001686,5608.78
M000536,M008410,35.65
M004988,M007676,96.13
M006950,M008681,219.29
M001175,M005882,560.64
M000926,M003172,564.28
M008689,M008186,1334.65
M001252,M008075,4691.22
M007954,M007680,6772.66
M006362,M001416,12945.01
M009520,M000898,33955.13
M002076,M005842,5001.01
M004269,M004271,1373.33
M002949,M001213,7942.26
M000772,M008303,669.61
M007864,M009351,403.62
M003094,M009289,219.5
M009988,M009013,788.8
M006926,M007280,3323.0
M005786,M002512,182.03
M005646,M004551,16102.17
M000015,M001493,1162.71
M008820,M009213,2751.58
M006815,M006162,343.68
M004365,M001741,1209.21
M004836,M003834,6719.71
M000471,M006514,1231.42
M008229,M003854,4036.01
M006650,M009946,272.81
M003609,M009034,2039.09
M008209,M008693,814.3
M002088,M001519,68754.09
M009890,M008886,915.52
M002632,M001124,731.73
M006060,M001857,4220.6
M006854,M007823,2250.9
M009457,M009682,120.04
M001136,M008516,4984.57
M006704,M009501,3225.73
M008196,M003151,962.04
M007218,M005251,302.1
M001069,M002516,320.97
M002040,M007505,991.0
M009016,M003291,713.16
M008367,M003325,1586.95
M006253,M000885,538.22
M006834,M004406,3968.1
M005226,M008838,271.4
M007294,M002183,4439.07
M007833,M001728,38717.86
M008671,M009773,719.72
M006904,M003946,159.19
M006216,M007283,509.2
M000965,M006126,83.17
M004094,M008894,988.51
M008750,M005041,1648.22
M006610,M009325,2200.74
M005373,M008019,13054.18
M007775,M001980,1140.8
M003515,M008190,322.55
M000671,M002441,272.2
M004067,M009033,624.32
M000345,M000274,936.06
M007219,M002568,1073.01
M001438,M001720,2888.4
M004113,M003073,14108.18
M000090,M008182,1365.76
M003589,M004708,344.34
M001068,M002346,407.21
M003168,M002418,810.16
M004523,M000660,202.89
M007905,M000461,174.85
M009131,M002004,3354.71
M001243,M000529,8473.7
M000529,M001277,233.43
M008703,M008109,1075.84
M008693,M003378,417.89
M004440,M002983,10277.83
M004739,M009388,373.16
M003740,M006504,1271.7
M003912,M006597,957.22
M004058,M000419,964.22
M000343,M006119,5186.96
M007462,M007778,17285.61
M003496,M007284,4054.96
M008988,M007914,924.05
M006000,M008062,5645.72
M000592,M006293,222.71
M005067,M004670,310.96
M007707,M008170,570.74
M008278,M007792,3931.96
M003129,M009971,1684.19
M000206,M006472,971.43
M006144,M000115,6734.72
M005203,M007558,6137.65
M002037,M004898,5544.09
M001121,M002120,98161.53
M005598,M002976,6510.87
M006921,M007016,256.06
M004507,M006211,819.8
M005925,M009020,764.79
M004853,M003221,88.88
M002157,M009401,4998.24
M003634,M008108,242.27
M009052,M002884,1127.42
M008566,M002240,1404.17
M004850,M009484,1242.96
M004480,M002799,1282.73
M002450,M001746,871.29
M004994,M009727,239.83
M000806,M000241,1953.7
M009173,M004646,97.29
M004127,M003075,2879.18
M006479,M003988,1850.84
M003867,M004424,463.73
M002016,M005271,4682.11
M007510,M001756,1076.81
M006398,M001056,8255.79
M004585,M001881,599.13
M003606,M002005,1072.8
M001796,M007936,2417.88
M000305,M005331,1961.92
M009537,M002098,1134.71
M007818,M008386,234.02
M006468,M001424,3971.94
M002476,M000025,1896.96
M004107,M003173,1010.89
M001873,M009345,1271.82
M005367,M007968,1457.89
M008516,M007603,450.1
M004560,M004154,2966.98
M005670,M000688,1355.22
M001426,M008033,318.02
M009251,M003593,4867.86
M005380,M006340,639.69
M002823,M005218,1213.09
M004228,M004244,1132.8
M006456,M006528,1262.76
M003506,M004885,59.3
M001993,M008823,1535.37
M005676,M003415,561.11
M007340,M000507,61.52
M001612,M002802,301.06
M005181,M005709,6674.0
M004099,M009413,659.19
M001836,M004541,593.55
M007562,M008740,769.68
M001690,M002886,410.1
M002079,M005987,1424.81
M001827,M007044,46.12
M007599,M003708,3380.13
M002904,M007736,186.15
M001880,M002695,7001.97
M003461,M001714,178.53
M006615,M008845,118.32
M009365,M007513,508.44
M007199,M001728,1358.89
M003692,M008093,11325.24
M004299,M005567,599.45
M002061,M002645,1581.12
M008846,M007063,475.6
M009396,M008265,33157.94
M006278,M005358,899.53
M000209,M001371,580.35
M001052,M006261,343.92
M007155,M003721,69954.84
M006174,M009848,4881.78
M004706,M006705,1951.61
M001093,M002341,242.06
M004633,M005568,523.5
M001599,M004834,164.02
M000271,M001419,236.83
M005479,M003098,449.86
M001431,M008713,1543.41
M004037,M003325,547.7
M009751,M009837,334.96
M003236,M004195,5126.6
M006450,M003476,30192.49
M009684,M008276,1133.24
M004876,M001615,1187.7
M008586,M009218,75.79
M002104,M009165,10952.59
M003636,M001959,163.28
M008771,M004577,20673.09
M002780,M003550,194.41
M003971,M008817,504.7
M006802,M002148,708.22
M003396,M008449,358.39
M004678,M001453,703.19
M008877,M007311,2805.52
M004220,M006133,70.45
M008022,M006045,3059.98
M004899,M009242,2155.38
M003802,M007942,920.9
M005757,M000357,807.45
M005818,M006426,736.34
M009512,M007652,10171.5
M001066,M000571,16972.84
M005718,M007733,1303.02
M007953,M003002,7822.66
M009307,M008880,6450.61
M009867,M000380,729.12
M004572,M007432,28346.73
M007402,M009545,39.06
M005011,M003521,1696.73
M002944,M002084,107.4
M004559,M008126,507.57
M009925,M009015,285.92
M008121,M008929,311.35
M000115,M000477,1352.7
M000941,M001268,640.77
M009988,M006755,935.15
M005232,M005498,16318.28
M000456,M007389,1085.95
M000208,M005271,43193.69
M008631,M005863,4588.58
M001517,M009142,3535.03
M001656,M007187,5010.78
M004270,M000632,937.22
M007772,M000431,84.66
M009521,M008020,345.92
M008912,M008850,4150.27
M001868,M005331,1268.21
M001077,M004110,120.61
M009825,M003771,961.77
M006012,M008533,183.22
M001912,M004053,6731.83
M005939,M007725,545.73
M000715,M009373,742.12
M006656,M000371,145.06
M003360,M001925,2622.28
M008440,M004645,870.1
M004015,M000181,51.14
M003529,M007807,247.96
M006845,M002811,1362.91
M002507,M002875,2611.33
M004583,M000745,53.14
M002070,M008764,42.35
M005431,M005632,1578.75
M002112,M007347,120.73
M009571,M002433,939.48
M008360,M002539,976.39
M006559,M000922,1862.7
M002712,M000036,1046.98
M005258,M005765,555.86
M003207,M009348,146.03
M005634,M006347,255.4
M001812,M001107,1817.47
M004040,M004749,1421.83
M003779,M000294,13163.4
M008138,M009752,1279.38
M007284,M005770,268.46
M000867,M007266,5936.17
M006659,M002442,238.55
M006155,M008671,16582.35
M007502,M001758,169.6
M008904,M009099,400.72
M007284,M007650,49003.23
M005081,M007440,323.9
M007098,M001723,118.04
M008803,M000043,26.01
M005323,M001272,21346.39
M009093,M009242,699.65
M002780,M007848,1010.03
M003629,M003930,668.78
M006601,M001281,1941.07
M006430,M002953,2478.85
M005051,M009162,1122.39
M003457,M009143,6239.81
M009083,M002508,3300.43
M007626,M008223,119.1
M009911,M002736,1012.53
M002077,M001110,281.43
M001938,M003421,26132.53
M007967,M001675,1075.47
M001360,M003229,597.08
M007526,M002632,434.21
M009844,M000623,3596.51
M005907,M007559,935.14
M002376,M000016,234.73
M006415,M001923,2534.01
M006711,M004812,2940.71
M004828,M005415,461.6
M003835,M009673,63.05
M005785,M004882,132.3
M006195,M003934,51.47
M003165,M000199,9048.53
M004219,M005034,35.86
M005256,M007488,7338.72
M006371,M005450,738.1
M008728,M009181,5923.56
M002507,M004937,1171.92
M004294,M009670,956.4
M004060,M008481,3665.59
M007085,M002596,205.13
M005125,M006627,1402.31
M005035,M001616,5232.98
M007095,M008233,7101.03
M006862,M007996,8820.7
M005117,M006208,5338.13
M001128,M006079,3080.82
M000611,M000825,3075.97
M005293,M008193,5578.67
M007088,M000151,50.3
M001644,M006114,2395.62
M009448,M007152,166.77
M007287,M002176,1590.41
M004593,M006128,694.7
M007421,M004188,2067.09
M007185,M004677,30935.06
M005150,M001184,1460.52
M001473,M004468,1164.02
M001446,M000392,1572.81
M000264,M007553,475.57
M002086,M001993,496.87
M003032,M004094,12486.34
M006661,M003312,486.39
M007052,M001911,123.47
M007494,M009164,936.77
M003420,M003828,36025.98
M005048,M000764,2979.05
M003123,M008238,568.71
M001756,M003093,430.02
M004726,M005019,410.82
M008387,M007685,111.53
M003555,M006160,3551.4
M004699,M001050,2296.1
M000981,M001083,108.05
M007579,M007987,46152.89
M004042,M003517,4153.51
M008301,M004776,306.96
M008754,M003697,927.5
M002950,M007633,962.97
M006094,M000876,643.86
M008336,M004111,55.14
M003957,M003114,1073.88
M008515,M006111,2098.26
M009881,M009407,35670.26
M003500,M003193,245.23
M002100,M003422,8909.67
M009113,M002044,1120.4
M007280,M004170,1035.96
M006792,M006755,300.06
M003896,M007503,38.57
M005746,M004407,6846.99
M006896,M009224,740.37
M009948,M000045,798.69
M001591,M004616,3586.74
M009294,M008261,1557.9
M000333,M009248,153.42
M004984,M009622,781.33
M006846,M002385,1844.71
M008179,M007089,11140.89
M000746,M007083,388.79
M001526,M003202,553.64
M009271,M006386,854.55
M004985,M009093,5676.74
M000356,M008016,20642.99
M008160,M008241,1001.24
M005010,M006553,199.46
M004571,M001000,23.05
M001039,M000152,902.61
M000326,M003687,1545.72
M000962,M006540,2180.77
M007815,M004493,5546.3
M000134,M004608,180.63
M007434,M003386,908.14
M009489,M005905,181.36
M008837,M000869,1255.15
M003626,M008303,570.31
M006462,M003041,3456.44
M003813,M004570,2495.0
M007243,M003323,3437.04
M007255,M004625,613.6
M009342,M001591,262.58
M008418,M001211,1264.01
M004664,M005277,2395.03
M003128,M009977,1466.99
M000101,M009014,141.42
M005123,M009743,1805.54
M007559,M000398,398.15
M000928,M001835,6214.9
M003757,M005845,30397.71
M001071,M006939,2162.59
M004018,M002641,96.65
M005729,M006706,558.22
M005761,M002879,258.6
M009278,M001984,118.74
M007536,M000613,127.97
M000741,M005893,341.82
M001387,M000537,547.28
M003201,M004988,1104.6
M008110,M004823,283.98
M000021,M001354,2082.44
M001782,M006683,5117.65
M002128,M005317,449.33
M003650,M005853,417.35
M002152,M002530,809.75
M003958,M006034,588.69
M004762,M008199,1695.83
M009911,M004578,1395.65
M000241,M003287,557.85
M006572,M001535,981.23
M006785,M007059,6659.27
M005579,M002928,174.86
M005966,M007846,514.69
M005114,M003960,2282.75
M009572,M006375,3453.71
M009334,M008438,5772.78
M002935,M001764,1802.86
M008579,M008866,87.7
M005792,M002688,106.9
M008090,M008128,2183.74
M002875,M005191,179.83
M006041,M006145,702.23
M008140,M008894,90.82
M002261,M006140,1683.03
M001796,M004784,2446.53
M007622,M000071,5747.45
M005106,M003846,222.0
M004095,M003816,658.26
M003602,M002291,2382.51
M004384,M003158,1778.88
M008756,M002847,347.27
M003968,M000185,6175.17
M004425,M007079,270.82
M003564,M002474,55.95
M001193,M002337,3573.08
M004597,M007133,106.25
M004648,M007489,1252.17
M003816,M009949,3070.08
M006057,M006866,188.79
M001821,M002130,788.7
M007455,M009110,1237.21
M006284,M002938,5847.77
M001920,M007656,1273.68
M005106,M005894,5202.08
M007455,M006469,168.53
M005916,M007356,578.11
M001231,M005314,7348.86
M007892,M000680,1423.33
M007883,M001683,1184.01
M002422,M009904,9340.59
M009074,M006364,460.64
M005440,M002708,963.25
M004166,M008083,4205.08
M005963,M005711,921.86
M002722,M006401,17130.35
M001380,M008308,2909.6
M004686,M005517,922.69
M001851,M001248,2382.06
M007904,M004187,3058.74
M008400,M004299,127.34
M006914,M009395,1036.42
M006077,M005986,1358.84
M007337,M007814,2786.63
M006350,M006484,1368.64
M000784,M006685,1573.74
M006020,M007163,9565.15
M003023,M009597,20336.79
M005959,M005820,1297.46
M007719,M005074,1466.14
M007131,M000310,503.8
M000865,M002928,192.95
M002834,M007400,595.86
M001857,M008335,459.67
M005097,M006721,504.4
M003064,M009688,239.3
M003818,M009095,46578.21
M001905,M001502,683.33
M007215,M009051,365.01
M004085,M005510,3024.2
M005748,M009062,9845.67
M000542,M007597,5599.87
M007505,M004726,392.27
M009040,M002359,6891.93
M009868,M002109,531.39
M006956,M009988,259.36
M007288,M007350,1460.47
M009787,M001850,560.16
M009605,M006810,2107.0
M005431,M008260,9797.32
M004873,M008056,5951.37
M003930,M005254,1612.81
M001671,M000759,63.71
M003227,M001842,1103.54
M005091,M001361,275.27
M005365,M007782,1390.71
M002161,M005812,1946.04
M004727,M005720,126.95
M006016,M000784,1134.94
M000338,M000595,14853.59
M009125,M006292,330.2
M006842,M000257,167.51
M009008,M004270,1322.84
M006579,M007136,582.57
M004337,M008179,616.08
M003191,M003301,172.66
M002955,M004425,3941.61
M005956,M008461,742.35
M005898,M007907,1129.65
M002980,M003350,1021.55
M009539,M003118,98.63
M005613,M001991,1924.49
M008787,M005095,4342.48
M000307,M000218,908.02
M000621,M008027,960.37
M004847,M001232,3864.44
M005785,M001133,293.08
M007549,M001469,409.68
M001780,M009308,310.7
M003137,M004625,398.1
M001265,M009812,1050.21
M006828,M007403,912.05
M000757,M002146,1366.34
M005932,M006742,361.72
M006839,M000388,3791.23
M009321,M009498,6.91
M009071,M000358,1695.65
M001516,M005603,3239.44
M006984,M001634,4960.01
M008011,M004748,5355.1
M005128,M008356,2938.64
M005420,M000199,3828.44
M000842,M000728,2816.05
M005598,M009644,603.9
M001305,M005294,8264.8
M000875,M008543,5375.22
M001685,M002300,1052.54
M001187,M008873,1565.97
M009742,M003187,1085.37
M000590,M006188,209.54
M007877,M000636,2258.21
M000206,M008421,435.64
M006407,M004880,5055.0
M001010,M004197,72723.34
M008754,M008170,722.83
M005314,M009736,54.8
M002655,M000382,463.97
M009774,M009087,92.31
M008114,M005608,257.12
M004854,M005725,210.48
M000374,M009010,1252.36
M004763,M001575,290.7
M007586,M007618,85.21
M009750,M000493,565.01
M006995,M007713,2403.31
M007791,M006809,43.21
M002596,M001871,657.67
M008326,M000168,4518.83
M001745,M002522,16780.89
M004970,M008915,667.9
M006160,M000588,145.53
M005895,M004564,668.67
M008393,M001063,213.31
M002630,M004164,836.85
M009937,M008996,2920.29
M002791,M006185,249.25
M008004,M007819,11112.04
M006748,M003846,1478.87
M006406,M008428,78.57
M008464,M006748,8253.19
M006916,M002456,2119.52
M007475,M007768,5.63
M004894,M007104,7279.98
M006142,M001109,744.26
M007865,M001883,1551.69
M008587,M008282,153.62
M003252,M003324,3305.13
M000247,M005597,9631.52
M003818,M002782,385.38
M005024,M006143,1286.09
M002536,M003916,570.81
M008315,M003716,790.25
M003475,M001327,6932.28
M008901,M001158,2151.34
M007282,M003785,35.25
M000808,M002311,111.1
M006902,M003569,777.47
M003362,M000228,13703.68
M005448,M009323,10292.45
M002478,M003524,392.47
M008854,M003296,2331.18
M005655,M003484,574.17
M007081,M003166,10823.66
M000859,M006627,611.38
M008652,M007079,537.98
M005951,M004291,2352.54
M007791,M009459,117.96
M009512,M001400,1622.98
M001586,M007929,7212.2
M002401,M006652,1173.11
M000712,M002790,4515.32
M007193,M008166,1502.9
M003095,M001745,16714.34
M003502,M002432,1297.62
M002834,M007162,1833.11
M001406,M004516,1344.64
M002990,M005778,5878.17
M000050,M006288,754.05
M007926,M008054,60.09
M006041,M006638,232.84
M003612,M008363,264.41
M006925,M007088,1794.23
M009212,M003301,1207.19
M009228,M007718,3843.17
M005832,M007454,233.16
M003310,M003309,22.27
M003379,M009754,702.65
M003721,M009498,291.16
M004093,M003088,648.36
M002914,M001935,963.61
M009266,M002829,692.84
M000967,M000352,3459.04
M001464,M002314,827.23
M001027,M008183,474.49
M002135,M004299,309.33
M004941,M002423,368.84
M009228,M005187,3758.64
M005139,M008919,3226.84
M002130,M007426,504.62
M004873,M001412,1503.28
M009215,M001985,2779.08
M004397,M006297,2220.95
M003195,M003943,456.94
M001975,M009153,335.98
M000399,M001149,1790.71
M003421,M004793,203.55
M000333,M003576,14343.55
M006514,M003165,1593.73
M007183,M002475,586.98
M001426,M007839,3219.12
M000798,M005004,854.93
M008555,M006070,10263.87
M004952,M002082,574.43
M000378,M007557,10339.83
M000552,M002778,1486.35
M006647,M001852,1891.38
M009615,M008355,2346.19
M001478,M007315,567.36
M000931,M009464,443.44
M009332,M005576,1132.06
M009272,M007504,2229.61
M006523,M009705,10.5
M000897,M007347,1221.34
M006418,M004344,3500.65
M003631,M009939,677.15
M003426,M006242,428.46
M000266,M007403,1169.14
M007959,M005018,653.57
M007616,M007036,1337.36
M007480,M005931,244.55
M008628,M004695,6116.73
M007296,M009591,2514.25
M003396,M002860,2056.31
M003955,M002789,1325.13
M000943,M006640,386.06
M009743,M006379,2054.43
M003697,M005937,24982.83
M005606,M004809,185.13
M008833,M008884,107.99
M002222,M005396,182.67
M007215,M004716,410.34
M003242,M000151,2962.97
M003798,M008326,129.46
M003800,M006199,1081.24
M006075,M005235,3575.02
M006297,M004855,2596.32
M009836,M009930,1407.03
M006136,M004943,2031.47
M005898,M002164,1590.6
M000648,M001728,12805.72
M004117,M007506,3702.28
M004461,M002388,46.7
M001638,M006960,4708.55
M005357,M003803,681.31
M009020,M009353,3590.45
M007976,M008232,31.42
M002570,M005988,903.76
M002014,M002353,4738.71
M007416,M000329,680.4
M000051,M009282,958.68
M004158,M003022,50.33
M009148,M008388,77.07
M003678,M001864,204.44
M002665,M009772,928.95
M000322,M005928,143.13
M005461,M002588,3416.2
M004806,M006027,243.83
M009523,M008149,1414.55
M008102,M009341,914.57
M009457,M006280,1738.2
M003932,M007105,189.38
M008828,M008941,595.05
M007665,M008026,756.0
M008794,M003816,613.3
M009761,M006397,684.57
M003001,M004562,14852.68
M005152,M006966,79.34
M007127,M008181,89474.3
M005506,M006491,659.93
M003967,M002445,5769.18
M009149,M002877,1011.2
M004830,M000076,2303.27
M007642,M003567,404.53
M008248,M008980,859.66
M009865,M008518,5835.84
M002265,M005098,909.9
M008183,M007668,1502.49
M008658,M004896,500.09
M006589,M005068,199408.73
M005018,M000132,22.67
M003397,M001771,4194.94
M007850,M007698,4711.29
M002729,M007259,2982.42
M008213,M001344,471.64
M001707,M001227,3053.63
M004363,M000059,18567.68
M003179,M003143,2073.01
M004528,M003775,393.89
M003274,M009825,48221.62
M000168,M002124,634.85
M007182,M002356,3276.73
M009002,M002749,186.55
M008588,M002263,84.26
M009479,M005495,4140.75
M000665,M003640,1814.53
M003610,M004771,1007.02
M005795,M001120,58.18
M005899,M004071,608.16
M002422,M003199,2683.64
M004870,M001277,1138.24
M000394,M003554,1655.89
M001492,M008752,227.28
M001689,M002654,907.69
M000837,M008298,2021.35
M004791,M004778,550.73
M002251,M002353,2053.17
M008726,M004100,341.41
M001718,M007413,2279.03
M005149,M007986,4621.49
M009326,M002143,1912.29
M009155,M005457,1277.97
M003485,M005434,382.47
M008139,M003551,560.5
M005858,M001567,11584.96
M005838,M008395,267.53
M001083,M004882,778.74
M003680,M001372,291.19
M003372,M000842,5816.53
M005794,M004331,3909.7
M006907,M001935,100.46
M006984,M000120,156.7
M001138,M002886,1270.52
M006497,M003708,8920.0
M000925,M003947,169.14
M007699,M008513,469.38
M005852,M007550,564.58
M001209,M009129,522.14
M009643,M006572,1360.07
M001132,M009158,1296.45
M000458,M007690,2766.72
M008383,M001282,919.54
M009871,M001014,2101.27
M000222,M007716,293.87
M008415,M001812,1437.8
M000778,M008275,416.27
M007505,M003141,1565.46
M001205,M007099,6534.52
M006027,M007582,847.86
M003552,M004189,415.5
M006099,M000758,5783.85
M009782,M001238,537.27
M008461,M002213,129.01
M000014,M009085,126.65
M003940,M005515,54.13
M000210,M007585,23701.15
M006746,M003584,804.29
M006915,M009433,713.04
M004889,M000573,377.53
M009954,M002455,403.7
M007366,M002245,872.78
M006098,M002365,3617.08
M007971,M002419,1331.71
M009906,M006451,2091.61
M001740,M001120,4295.35
M000089,M007077,297.2
M001962,M008669,7445.66
M007131,M003478,351.78
M003291,M009297,25381.1
M006818,M000120,529.52
M007651,M009397,427.76
M001700,M009774,14291.21
M009713,M002329,123.56
M001625,M003866,2246.73
M004823,M008638,256.77
M006531,M004352,46.74
M001144,M005545,278.12
M008617,M008457,6624.54
M000039,M006996,1308.45
M007733,M003737,1755.76
M004228,M009318,14617.48
M003420,M002002,82.04
M000338,M007293,2151.16
M003809,M007071,751.29
M006207,M008283,276.51
M003916,M004125,332.04
M006516,M001978,179.86
M009224,M001451,384.94
M009329,M008319,375.95
M001376,M008789,698.23
M002802,M009336,3608.13
M007443,M006824,24.07
M008511,M008374,31224.07
M008282,M005667,2642.4
M006123,M001220,12694.93
M000924,M005351,186.93
M000657,M000233,7132.61
M000758,M008089,2024.35
M005742,M005968,92.77
M000209,M006440,1435.9
M001522,M002938,531.99
M000273,M008574,171.82
M000515,M007486,1908.65
M000883,M002497,1318.63
M002479,M002492,408.85
M009612,M001614,3541.27
M009298,M000082,1263.74
M006118,M000703,6223.47
M009657,M001416,257.71
M004782,M006546,3909.81
M006238,M001519,51.65
M000115,M004052,698.4
M009830,M009157,226.48
M001456,M000779,543.21
M006653,M001195,8090.27
M004243,M003427,8559.54
M002861,M006479,1977.75
M004579,M008971,30975.34
M009136,M003776,258.22
M002043,M003492,23791.32
M009833,M007084,766.75
M003826,M007841,45975.0
M003681,M000323,451.85
M009708,M008180,393.39
M003788,M009970,175.37
M006955,M007020,6536.35
M008980,M006197,551.27
M004534,M002806,1133.09
M000743,M009035,63.79
M005630,M001888,3046.76
M008940,M003422,3272.06
M004852,M002040,999.37
M001446,M008321,12872.87
M008527,M006394,89.27
M006372,M003528,1971.16
M004758,M000002,970.14
M008856,M001208,4608.17
M004716,M000969,375.87
M003362,M009939,558.64
M007289,M005251,428.91
M002173,M002356,441.33
M007573,M008644,544.92
M007671,M008576,3097.79
M000537,M002855,4370.23
M005472,M002253,439.65
M002167,M001574,508.11
M000913,M009800,1005.51
M009110,M009411,437.73
M009853,M003558,138.77
M002145,M004067,660.63
M008030,M005311,341.09
M004449,M005450,904.83
M003891,M007406,2461.75
M006464,M003919,692.29
M009451,M007573,31493.34
M008014,M002664,809.35
M008332,M009302,1855.7
M000594,M006661,416.48
M000192,M009347,745.0
M000980,M000316,993.89
M007682,M005559,11195.31
M000039,M005784,329.05
M006241,M007477,1409.74
M007192,M001533,757.32
M000181,M005895,287.07
M000326,M008973,1245.69
M000581,M002782,415.52
M009661,M006135,950.94
M002130,M001436,7504.09
M008081,M002416,1555.64
M006153,M009172,741.8
M004940,M005276,716.45
M002922,M008738,123.55
M003228,M001484,986.43
M000398,M001281,3166.13
M003064,M008783,27050.11
M009140,M001087,74.82
M008259,M001727,2440.3
M005084,M005602,647.41
M003856,M008977,214.27
M000994,M005393,2865.32
M005298,M000565,1167.36
M007900,M001511,949.71
M006202,M008908,968.24
M005617,M005790,35.14
M007314,M007325,99087.83
M000736,M008189,6201.73
M009632,M004553,2404.84
M008690,M004371,125.25
M002382,M006288,18385.67
M004449,M001582,2211.48
M005479,M002574,1621.17
M003699,M009933,1685.08
M007226,M002498,8348.39
M001170,M004654,734.16
M008015,M009102,335.2
M005659,M009974,2960.02
M004627,M008968,764.22
M000312,M005166,1077.33
M008188,M006079,2500.98
M001683,M003287,281.47
M002691,M009948,173.35
M009565,M007412,488.36
M004565,M006193,211.01
M000852,M003078,1504.67
M004075,M000360,219.88
M003500,M003519,2421.07
M009886,M004773,582.2
M005364,M000753,71042.21
M000799,M005585,181.78
M003391,M006383,142.14
M007150,M005130,5597.48
M007539,M002990,683.61
M004195,M008260,22505.1
M005056,M004176,408.13
M009768,M001257,1985.26
M001233,M000701,193.54
M000037,M002151,4334.5
M009372,M008070,480.72
M003405,M005706,606.93
M006824,M005218,77804.38
M002836,M008611,327.16
M001813,M001042,1383.41
M002321,M003932,230.51
M007651,M003108,655.81
M003769,M002529,12636.85
M007035,M002959,1302.4
M007000,M008729,892.14
M007144,M009427,2611.62
M007139,M006760,149.82
M007625,M006629,1495.27
M004092,M004376,529.7
M003499,M001568,631.68
M002256,M006563,471.48
M004990,M003010,614.61
M003408,M009452,1896.03
M003012,M007097,1560.51
M006758,M002460,845.12
M003520,M002331,2440.5
M002293,M004969,9928.86
M002733,M001185,957.43
M007237,M002568,1053.54
M000488,M006761,1191.39
M002948,M009558,14262.47
M008805,M006506,4399.77
M001297,M003377,3688.41
M003594,M001962,38.79
M003553,M005626,5121.16
M003783,M000140,423.09
M000818,M006638,68.11
M006284,M008743,49.5
M002208,M006979,721.83
M007263,M009976,354.31
M006574,M004366,4441.86
M008387,M006699,3281.74
M007798,M009829,949.81
M002395,M000400,4372.05
M009275,M000098,6721.86
M006554,M002501,2754.42
